Date,Stock,Open,High,Low,Close,Volume,P/E,EPS,MCap,P/B,DY,D/E,PEG
2022-06-21,JSWSTEEL.NS,552.25891,576.20001,580.79999,552.70001,4657829,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-06-22,JSWSTEEL.NS,527.53094,550.40002,569.90002,542.50000,8511658,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-06-23,JSWSTEEL.NS,535.72571,558.95001,565.50000,548.00000,5037690,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-06-24,JSWSTEEL.NS,544.20795,567.79999,572.90002,560.25000,3406061,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-06-27,JSWSTEEL.NS,547.89801,571.65002,588.50000,570.04999,6550599,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-06-28,JSWSTEEL.NS,554.36749,578.40002,580.54999,568.00000,4285360,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-06-29,JSWSTEEL.NS,552.11523,576.04999,581.15002,569.15002,3334027,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-06-30,JSWSTEEL.NS,541.04504,564.50000,582.79999,556.20001,5646362,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-07-01,JSWSTEEL.NS,554.79883,578.84998,580.50000,556.54999,3737790,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-07-04,JSWSTEEL.NS,544.91821,551.50000,568.75000,544.20001,6026463,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-07-05,JSWSTEEL.NS,546.05444,552.65002,564.00000,550.59998,3562565,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-07-06,JSWSTEEL.NS,547.93176,554.54999,557.29999,541.00000,3281658,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-07-07,JSWSTEEL.NS,567.74243,574.59998,578.00000,551.59998,4952962,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-07-08,JSWSTEEL.NS,559.44275,566.20001,581.09998,562.54999,3313755,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-07-11,JSWSTEEL.NS,570.41022,577.29999,591.34998,561.09998,4900994,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-07-12,JSWSTEEL.NS,567.59430,574.45001,581.45001,563.50000,3425619,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-07-13,JSWSTEEL.NS,581.57538,588.59998,593.75000,574.59998,4569908,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-07-14,JSWSTEEL.NS,577.03027,584.00000,591.45001,574.25000,4660656,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-07-15,JSWSTEEL.NS,569.52106,576.40002,584.00000,569.34998,3051005,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-07-18,JSWSTEEL.NS,578.95709,585.95001,592.00000,578.00000,3583550,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-07-19,JSWSTEEL.NS,577.87018,584.84998,589.59998,577.40002,3586372,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-07-20,JSWSTEEL.NS,583.30444,590.34998,599.95001,587.00000,4550328,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-07-21,JSWSTEEL.NS,580.53790,587.54999,595.90002,585.04999,3773423,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-07-22,JSWSTEEL.NS,575.49878,582.45001,592.54999,579.20001,4351458,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-07-25,JSWSTEEL.NS,578.51239,585.50000,588.40002,573.50000,5783353,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-07-26,JSWSTEEL.NS,590.61621,597.75000,599.65002,581.59998,6031921,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-07-27,JSWSTEEL.NS,595.50714,602.70001,603.79999,590.00000,2913380,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-07-28,JSWSTEEL.NS,609.34009,616.70001,626.95001,603.04999,5104503,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-07-29,JSWSTEEL.NS,622.08606,629.59998,637.95001,620.54999,4732970,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-08-01,JSWSTEEL.NS,631.57159,639.20001,641.00000,628.25000,3055387,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-08-02,JSWSTEEL.NS,640.95819,648.70001,649.95001,626.29999,3053206,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-08-03,JSWSTEEL.NS,645.00922,652.79999,660.79999,645.00000,4446383,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-08-04,JSWSTEEL.NS,656.42139,664.34998,673.45001,652.90002,4705675,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-08-05,JSWSTEEL.NS,659.18799,667.15002,674.00000,665.00000,2455459,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-08-08,JSWSTEEL.NS,661.21350,669.20001,676.00000,662.45001,2446698,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-08-10,JSWSTEEL.NS,662.10278,670.09998,674.79999,660.00000,3252353,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-08-11,JSWSTEEL.NS,665.56097,673.59998,678.29999,669.45001,3480693,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-08-12,JSWSTEEL.NS,670.10608,678.20001,685.00000,673.00000,3476671,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-08-16,JSWSTEEL.NS,665.80798,673.84998,680.90002,670.40002,2747244,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-08-17,JSWSTEEL.NS,664.57288,672.59998,676.45001,668.40002,2349839,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-08-18,JSWSTEEL.NS,665.36340,673.40002,677.75000,668.90002,1806855,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-08-19,JSWSTEEL.NS,656.61896,664.54999,676.79999,663.09998,1961510,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-08-22,JSWSTEEL.NS,635.27679,642.95001,663.09998,641.00000,2303053,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-08-23,JSWSTEEL.NS,645.05859,652.84998,655.00000,636.70001,1751341,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-08-24,JSWSTEEL.NS,643.72473,651.50000,657.29999,647.00000,1781643,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-08-25,JSWSTEEL.NS,640.95819,648.70001,659.84998,647.04999,1525852,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-08-26,JSWSTEEL.NS,659.03973,667.00000,670.54999,654.00000,3070661,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-08-29,JSWSTEEL.NS,641.84735,649.59998,659.95001,642.59998,2728484,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-08-30,JSWSTEEL.NS,658.94098,666.90002,668.00000,651.50000,2321586,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-09-01,JSWSTEEL.NS,653.70416,661.59998,669.79999,653.25000,2472832,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-09-02,JSWSTEEL.NS,653.50665,661.40002,669.00000,654.00000,2022058,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-09-05,JSWSTEEL.NS,673.81140,681.95001,683.54999,662.00000,4930594,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-09-06,JSWSTEEL.NS,676.38031,684.54999,687.00000,678.50000,3295941,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-09-07,JSWSTEEL.NS,676.42969,684.59998,687.75000,675.79999,2310672,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-09-08,JSWSTEEL.NS,677.17078,685.34998,691.09998,679.29999,1889770,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-09-09,JSWSTEEL.NS,678.75171,686.95001,701.75000,685.09998,3953738,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-09-12,JSWSTEEL.NS,678.75171,686.95001,686.95001,686.95001,0,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-09-13,JSWSTEEL.NS,682.80273,691.04999,697.95001,686.59998,2094822,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-09-14,JSWSTEEL.NS,684.58124,692.84998,701.79999,682.00000,2755630,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-09-15,JSWSTEEL.NS,681.41943,689.65002,698.00000,684.50000,2887795,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-09-16,JSWSTEEL.NS,677.66479,685.84998,694.50000,679.00000,4073365,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-09-19,JSWSTEEL.NS,671.83521,679.95001,691.50000,675.34998,1708723,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-09-20,JSWSTEEL.NS,680.77722,689.00000,698.25000,682.04999,1802967,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-09-21,JSWSTEEL.NS,676.67670,684.84998,692.50000,682.00000,1806929,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-09-22,JSWSTEEL.NS,671.24237,679.34998,687.00000,674.00000,1504203,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-09-23,JSWSTEEL.NS,661.01593,669.00000,686.95001,667.00000,1558314,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-09-26,JSWSTEEL.NS,638.43866,646.15002,661.95001,638.00000,2192702,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
2022-09-27,JSWSTEEL.NS,629.39783,637.00000,650.95001,633.00000,2512782,44.58680,20.45000,2224409018368,2.79138,0.00810,116.51500,
