Date,Stock,Open,High,Low,Close,Volume,P/E,EPS,Earning Growth,MCap,P/B,DY,D/E,PEG
2024-02-06,ADANIENT.NS,3202.45850,3226.89859,3158.72613,3182.61640,2078891,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-02-07,ADANIENT.NS,3228.54810,3276.62856,3208.70600,3218.75200,2095911,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-02-08,ADANIENT.NS,3167.32275,3244.29171,3144.83182,3244.29171,1679004,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-02-09,ADANIENT.NS,3213.90381,3223.64988,3119.94170,3183.16620,1572789,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-02-12,ADANIENT.NS,3168.47217,3240.64301,3158.72610,3227.69828,1083138,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-02-13,ADANIENT.NS,3177.16870,3192.71248,3090.80363,3178.71813,1225207,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-02-14,ADANIENT.NS,3205.90723,3253.93791,3168.57243,3182.71663,1741264,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-02-15,ADANIENT.NS,3192.51270,3251.43889,3182.76663,3218.55224,2035204,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-02-16,ADANIENT.NS,3222.30054,3250.98892,3191.36282,3212.70431,2193673,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-02-19,ADANIENT.NS,3257.48633,3307.26630,3234.49560,3238.69386,1779444,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-02-20,ADANIENT.NS,3227.29858,3268.48193,3208.85583,3265.68301,1467630,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-02-21,ADANIENT.NS,3221.90063,3298.66972,3203.70802,3236.69472,1657021,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-02-22,ADANIENT.NS,3261.73462,3272.68016,3209.20575,3237.69427,1138722,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-02-23,ADANIENT.NS,3271.98047,3318.61156,3223.79995,3261.73460,1975035,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-02-26,ADANIENT.NS,3326.40845,3342.65190,3261.68455,3270.68092,1695378,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-02-27,ADANIENT.NS,3300.96875,3338.65350,3271.68051,3337.65391,1125570,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-02-28,ADANIENT.NS,3217.70239,3317.46221,3206.20703,3307.86598,1358879,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-02-29,ADANIENT.NS,3284.07544,3303.41774,3204.05791,3218.75193,1352988,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-03-01,ADANIENT.NS,3317.41211,3344.65112,3280.47705,3308.51579,1161067,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-03-04,ADANIENT.NS,3315.81274,3348.64960,3308.71575,3333.65565,1061244,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-03-05,ADANIENT.NS,3308.86548,3332.65593,3293.72168,3323.95949,1190416,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-03-06,ADANIENT.NS,3232.64624,3321.66039,3181.86667,3321.66039,1935203,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-03-07,ADANIENT.NS,3225.24951,3260.68517,3218.70210,3238.69404,856328,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-03-11,ADANIENT.NS,3206.05713,3257.68621,3198.70999,3239.89334,738851,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-03-12,ADANIENT.NS,3121.24121,3221.40077,3109.74585,3206.05710,1199487,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-03-13,ADANIENT.NS,2905.02856,3136.78521,2849.00111,3123.74042,3407040,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-03-14,ADANIENT.NS,3086.20532,3099.94978,2878.83900,2926.26982,3759100,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-03-15,ADANIENT.NS,3130.93726,3142.13269,3060.01591,3109.74585,2199094,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-03-18,ADANIENT.NS,3110.49561,3122.74067,2974.85036,3048.87056,3042515,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-03-19,ADANIENT.NS,3051.46948,3163.52440,3040.62400,3124.73999,1460452,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-03-20,ADANIENT.NS,3050.21997,3081.95717,3019.88235,3073.76053,966481,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-03-21,ADANIENT.NS,3065.26392,3105.84765,3058.36679,3088.30467,1175751,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-03-22,ADANIENT.NS,3106.44727,3127.68870,3046.82141,3065.31395,951557,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-03-26,ADANIENT.NS,3108.69629,3170.67130,3087.85484,3099.25015,937103,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-03-27,ADANIENT.NS,3120.84155,3137.18482,3104.99784,3113.74432,900231,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-03-28,ADANIENT.NS,3195.81128,3235.69510,3095.50163,3132.73662,2327053,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-04-01,ADANIENT.NS,3250.78906,3290.47301,3206.55690,3228.89774,1292646,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-04-02,ADANIENT.NS,3267.43237,3283.67582,3238.69396,3257.63627,868829,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-04-03,ADANIENT.NS,3232.14648,3258.83567,3220.70115,3248.68986,1153109,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-04-04,ADANIENT.NS,3209.50586,3271.68074,3200.40943,3248.69001,1403826,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-04-05,ADANIENT.NS,3223.50000,3232.69624,3177.66839,3209.80557,755607,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-04-08,ADANIENT.NS,3223.25024,3242.19256,3195.91117,3239.64354,577440,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-04-09,ADANIENT.NS,3197.16064,3249.68951,3183.71612,3239.39361,833679,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-04-10,ADANIENT.NS,3240.69312,3253.28813,3191.21307,3198.71005,1441138,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-04-12,ADANIENT.NS,3208.60596,3246.19090,3204.00796,3208.70601,705173,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-04-15,ADANIENT.NS,3146.18115,3179.01801,3101.94899,3148.73017,1035378,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-04-16,ADANIENT.NS,3105.14771,3147.93050,3098.75038,3099.74998,1134184,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-04-18,ADANIENT.NS,3018.08301,3143.73229,3007.08744,3123.89019,1703646,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-04-19,ADANIENT.NS,3025.72974,3055.81770,2961.30577,2998.79065,1727317,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-04-22,ADANIENT.NS,3062.11523,3076.25943,3023.78060,3051.76931,993929,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-04-23,ADANIENT.NS,3063.86450,3089.75396,3041.87337,3057.76686,1654272,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-04-24,ADANIENT.NS,3042.32324,3086.60543,3038.77462,3070.71170,605917,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-04-25,ADANIENT.NS,3113.99414,3119.64177,3024.43016,3048.77045,1515529,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-04-26,ADANIENT.NS,3079.15820,3128.63825,3064.81413,3118.64228,662764,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-04-29,ADANIENT.NS,3079.95801,3109.24625,3050.27003,3108.74645,648544,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-04-30,ADANIENT.NS,3053.46851,3107.19684,3043.77247,3092.75271,804552,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-05-02,ADANIENT.NS,3038.37476,3118.59240,3013.83460,3070.71157,2219085,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-05-03,ADANIENT.NS,2992.04346,3043.77260,2973.90087,3028.77864,1472168,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-05-06,ADANIENT.NS,2873.49121,2998.99065,2848.85124,2992.04350,2377944,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-05-07,ADANIENT.NS,2834.80664,2904.17881,2820.86231,2888.78487,1262311,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-05-08,ADANIENT.NS,2859.39697,2889.73459,2818.86327,2848.85118,951411,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-05-09,ADANIENT.NS,2765.53467,2882.48751,2754.88906,2863.64525,1485510,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-05-10,ADANIENT.NS,2796.12231,2807.86758,2759.33710,2793.82319,2354794,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-05-13,ADANIENT.NS,2878.43921,2888.83492,2789.37503,2801.86999,3784373,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-05-14,ADANIENT.NS,3036.32568,3044.77223,2873.39139,2893.78306,5725807,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-05-15,ADANIENT.NS,3048.52051,3117.59275,3036.37550,3045.52172,1688836,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-05-16,ADANIENT.NS,3040.42383,3075.70965,2973.75076,3063.76451,1835312,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-05-17,ADANIENT.NS,3059.26636,3089.75406,3014.28450,3039.82425,825436,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-05-21,ADANIENT.NS,3116.24341,3173.72023,3033.27686,3066.66330,3091659,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-05-22,ADANIENT.NS,3139.68384,3143.73225,3072.26108,3128.68827,3371077,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-05-23,ADANIENT.NS,3385.93457,3404.62698,3134.28606,3155.42743,6979082,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-05-24,ADANIENT.NS,3383.58545,3456.45621,3354.24743,3404.62701,3473668,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-05-27,ADANIENT.NS,3287.72412,3356.64628,3265.73299,3356.64628,2582485,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-05-28,ADANIENT.NS,3242.74243,3328.15794,3227.74848,3308.31584,1621168,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-05-29,ADANIENT.NS,3257.48633,3321.56034,3210.70515,3248.68983,1910729,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-05-30,ADANIENT.NS,3192.96240,3272.98018,3173.22036,3252.68832,1990208,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-05-31,ADANIENT.NS,3409.97485,3433.06539,3223.94978,3223.94978,6384589,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-06-03,ADANIENT.NS,3643.78052,3742.39065,3584.60443,3723.49837,8511359,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-06-04,ADANIENT.NS,2940.06445,3518.58117,2732.84796,3518.58117,20306909,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-06-05,ADANIENT.NS,3114.09424,3148.73017,2748.89142,3028.77855,8778345,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-06-06,ADANIENT.NS,3184.36572,3221.10091,3135.88527,3182.71649,5873271,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-06-07,ADANIENT.NS,3218.25220,3232.44642,3150.32964,3169.12186,4740455,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-06-10,ADANIENT.NS,3218.80200,3283.07589,3204.20779,3265.68300,4935698,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-06-11,ADANIENT.NS,3219.95142,3263.68378,3193.76203,3222.70031,4173692,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-06-12,ADANIENT.NS,3217.75244,3243.69193,3206.70685,3223.59994,3022477,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-06-13,ADANIENT.NS,3223.50000,3252.68818,3205.95703,3228.69785,3202978,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-06-14,ADANIENT.NS,3261.75000,3275.00000,3221.10010,3225.00000,4224855,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-06-18,ADANIENT.NS,3309.05005,3345.00000,3287.19995,3310.00000,1755612,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-06-19,ADANIENT.NS,3261.89990,3314.00000,3226.30005,3314.00000,1419264,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-06-20,ADANIENT.NS,3259.44995,3315.00000,3240.00000,3263.89990,1366545,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-06-21,ADANIENT.NS,3189.30005,3277.10010,3176.39990,3265.05005,4697655,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-06-24,ADANIENT.NS,3194.60010,3214.80005,3135.00000,3185.75000,3261647,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-06-25,ADANIENT.NS,3171.10010,3208.44995,3156.35010,3204.75000,1694962,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-06-26,ADANIENT.NS,3170.50000,3187.69995,3163.89990,3169.05005,2142889,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-06-27,ADANIENT.NS,3175.14990,3202.25000,3150.00000,3177.00000,5114980,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-06-28,ADANIENT.NS,3177.14990,3211.94995,3157.00000,3190.00000,960905,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-07-01,ADANIENT.NS,3183.80005,3193.14990,3157.55005,3179.94995,832170,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-07-02,ADANIENT.NS,3153.19995,3207.80005,3131.05005,3179.85010,1490844,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-07-03,ADANIENT.NS,3190.94995,3194.55005,3147.75000,3158.00000,1152522,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-07-04,ADANIENT.NS,3144.25000,3194.44995,3138.05005,3192.00000,1055391,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-07-05,ADANIENT.NS,3147.89990,3158.55005,3123.94995,3143.89990,663988,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-07-08,ADANIENT.NS,3113.60010,3158.19995,3075.00000,3147.89990,1155112,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-07-09,ADANIENT.NS,3110.75000,3158.00000,3100.50000,3115.94995,922403,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-07-10,ADANIENT.NS,3096.00000,3127.25000,3063.39990,3120.10010,586710,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-07-11,ADANIENT.NS,3078.30005,3129.80005,3074.10010,3118.69995,899781,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-07-12,ADANIENT.NS,3065.44995,3098.80005,3058.35010,3090.00000,756036,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-07-15,ADANIENT.NS,3090.39990,3103.50000,3058.35010,3066.10010,724171,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-07-16,ADANIENT.NS,3109.30005,3137.75000,3096.10010,3110.00000,988357,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-07-18,ADANIENT.NS,3092.19995,3111.00000,3057.14990,3106.00000,1021653,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-07-19,ADANIENT.NS,3005.69995,3094.50000,3000.00000,3092.00000,1026941,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-07-22,ADANIENT.NS,3000.85010,3026.89990,2972.14990,3005.69995,662085,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-07-23,ADANIENT.NS,2995.35010,3038.00000,2886.35010,3020.00000,1443331,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-07-24,ADANIENT.NS,2970.69995,3007.50000,2959.30005,2995.35010,693702,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-07-25,ADANIENT.NS,2973.50000,3017.64990,2945.10010,2960.69995,1105721,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-07-26,ADANIENT.NS,3080.50000,3109.00000,2988.10010,2995.00000,1942427,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-07-29,ADANIENT.NS,3089.35010,3120.35010,3074.00000,3094.30005,1037474,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-07-30,ADANIENT.NS,3128.75000,3155.00000,3066.64990,3092.00000,1647048,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-07-31,ADANIENT.NS,3169.39990,3197.50000,3135.00000,3141.00000,2414005,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-08-01,ADANIENT.NS,3217.25000,3258.00000,3151.69995,3180.00000,6149883,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-08-02,ADANIENT.NS,3160.89990,3215.00000,3111.00000,3200.00000,3360209,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-08-05,ADANIENT.NS,3038.19995,3133.05005,2996.30005,3085.00000,2238921,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-08-06,ADANIENT.NS,3072.69995,3142.80005,3057.25000,3084.00000,2125201,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-08-07,ADANIENT.NS,3185.94995,3190.00000,3112.00000,3118.00000,1868169,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-08-08,ADANIENT.NS,3167.55005,3242.64990,3156.55005,3190.55005,2139376,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-08-09,ADANIENT.NS,3187.55005,3219.30005,3171.05005,3209.00000,760165,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-08-12,ADANIENT.NS,3151.75000,3169.85010,3014.00000,3100.00000,10307245,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-08-13,ADANIENT.NS,3092.19995,3178.10010,3081.75000,3170.05005,2192588,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-08-14,ADANIENT.NS,3040.10010,3085.69995,3027.75000,3085.69995,1232383,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-08-16,ADANIENT.NS,3108.80005,3121.60010,3039.35010,3070.00000,970067,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-08-19,ADANIENT.NS,3102.55005,3134.30005,3092.94995,3122.05005,557265,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-08-20,ADANIENT.NS,3070.64990,3126.00000,3058.85010,3118.94995,662263,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-08-21,ADANIENT.NS,3115.69995,3153.30005,3068.39990,3070.64990,1379240,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-08-22,ADANIENT.NS,3099.05005,3150.00000,3091.00000,3130.75000,1378912,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-08-23,ADANIENT.NS,3076.35010,3123.00000,3067.60010,3101.00000,1375224,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-08-26,ADANIENT.NS,3069.00000,3090.00000,3055.00000,3088.00000,1632446,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-08-27,ADANIENT.NS,3067.10010,3095.75000,3064.00000,3072.19995,1310440,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-08-28,ADANIENT.NS,3028.00000,3078.00000,3022.10010,3078.00000,1569652,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-08-29,ADANIENT.NS,3020.14990,3041.94995,2981.30005,3030.00000,1853966,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-08-30,ADANIENT.NS,3019.35010,3038.55005,3003.30005,3030.00000,3509174,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-09-02,ADANIENT.NS,3042.14990,3059.14990,2997.60010,3021.10010,1842658,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-09-03,ADANIENT.NS,3036.10010,3053.05005,3023.80005,3037.00000,1371577,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
2024-09-04,ADANIENT.NS,3012.35010,3025.00000,2955.19995,3010.00000,1212270,49.95906,46.41000,6.41,2677009285120,6.93878,0.00060,168.936,7.79393
